ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt
58,1993_08,fracture,BdTfrac1993,SW_SW,,,,1993,15.12.2020,,1056,granite,subsurface,4.47,9.93,0,380.89,10,0.16,34.56,0.42,0.29,152.13,17.1,7.66,8.54,617,625,438,117,0.025,1,-14.13,-98.17
65,2647_08,fracture,BdTfrac2647,SW_NE,,,,2647,15.12.2020,,1254,granite,subsurface,5.39,4.09,0,96.33,10,0,24.18,0.21,0,35.3,16.5,7.87,8.55,240,227,171,204,0.0016,1,,
197,st2_08,borehole,BdWst2,,TB,0,349,2065,15.12.2020,,,granite,subsurface,6.74,5.12,0,111.44,10,0.05,25.63,0.6,0,42.65,17.9,8.63,8.65,258,258,182,-4,0.2,1,-13.92,-96.43
274,ditch_2097_11,ditch,BdTditch2097,,,,,2097,18.12.2020,15:39,,,subsurface,2.42,0.29,0,15.44,,0,11.24,0.43,0.24,11.34,15.2,8.48,8.5,77.5,75.8,55,,,1,,
186,st1_0_265_12,borehole,BdWst1,,WH_10,0,265,2030,20.12.2020,,,granite,subsurface,4.96,4.57,0,230.56,,0.06,32.12,0.45,0,86.26,21.7,9.77,8.33,401,424,284,,,1,-14.16,-97.07
187,st1_265_400_12,borehole,BdWst1,,10_WB,265,399,2030,20.12.2020,,,granite,subsurface,4.61,4.22,0,209.63,,0.05,31.05,0.34,0,82.3,22.2,9.63,8.45,373,402,257,,,1,-13.96,-96.6
1,0440_13,fracture,BdTfrac440,SW_SW,,,,440,21.12.2020,,279,gneiss,subsurface,0.1,0.34,0,31.52,30,0,2.72,5.74,1.42,27.94,7.9,9,8.56,142.5,132.5,101,17,0.0416,1,-13.18,-91.72
10,0901_13,fracture,BdTfrac901,SW_SW,,,,901,21.12.2020,,485,gneiss,subsurface,3.56,13.98,0,529.15,10,0.08,93.67,1.65,0.27,154.47,11.9,9.33,8.34,877,849,622,-3,0.0092,1,,
59,1993_13,fracture,BdTfrac1993,SW_SW,,,,1993,21.12.2020,,1056,granite,subsurface,4.22,9.42,0,360.51,7.5,0.16,36.17,0.44,0.22,144.69,16.1,9.75,8.2,621,605,441,23,0.0294,1,-14.08,-97.65
98,3750_13,fracture,BdTfrac3750,all,,,,3750,21.12.2020,,1288,granite,subsurface,0.81,0.15,1.63,6.95,10,0,2.88,0.42,0,7.53,14.7,9.33,8.09,41.1,36.6,29.2,150,,,,
103,3884_13,fracture,BdTfrac3884,all,,,,3884,21.12.2020,,1244,granite,subsurface,2.21,0.27,0,14.12,15,0,8.53,0.61,0,10.45,17.3,9.52,7.99,72.9,64.4,51.8,143,,,,
108,4166_13,fracture,BdTfrac4166,SW_SW,,,,4166,21.12.2020,,1062,granite,subsurface,1.56,0.14,1.16,4.65,15,0,7.99,0.28,0,7.51,14.8,10.44,8.09,57,48.6,41.2,136,0.026,2,,
170,cb2_p3_13_01,borehole,BdWcb2,,3,177.24,195.24,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.2,10.33,7.76,546,496,387,-18,0.0023,1,-14.01,-96.76
171,cb2_p3_13_02,borehole,BdWcb2,,3,177.24,195.24,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.4,6.9,7.7,540,537,383,-165,0.005,1,,
173,cb2_p4_13_01,borehole,BdWcb2,,4,166.73,175.73,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.4,10.1,8.06,415,399,295,-27,0.0012,1,-14.15,-96.88
174,cb2_p4_13_02,borehole,BdWcb2,,4,166.73,175.73,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.3,8.52,,367,,260,-140,0.0017,1,,
176,cb2_p5_13_01,borehole,BdWcb2,,5,156.19,165.19,2043,21.12.2020,,,granite,subsurface,7.06,6.17,0,179.68,12.5,0.09,28.64,0.65,0,72.38,16.3,10.24,8.39,377,365,267,-99,0.0055,1,-14.2,-96.83
177,cb2_p5_13_02,borehole,BdWcb2,,5,156.19,165.19,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.1,8.06,,401,,284,-51,0.0067,1,,
179,cb2_p7_13_01,borehole,BdWcb2,,7,125.14,140.14,2043,21.12.2020,,,granite,subsurface,6.55,4.38,0,55.31,15,0.1,23.82,0.46,0,19.8,16.1,9.58,8.68,173.6,164,123,-151,0.0004,1,-14.11,-96.56
180,cb2_p7_13_02,borehole,BdWcb2,,7,125.14,140.14,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.2,8.08,,181,,129,-130,0.0005,1,,
188,st1_265_400_13,borehole,BdWst1,,10_WB,265,399,2030,21.12.2020,,,granite,subsurface,4.14,3.44,0,173.71,,0.04,27.2,0.35,0,63.77,20.9,9.62,8.55,338,338,239,,,1,,
281,snow_ronco_portal_13,precipitation,BdSprecRoncoPortal,,,,,,21.12.2020,18:00,,,surface,0,0.71,0,0,0,0.03,0,0.55,0.26,2.73,0,,8.756,,14.2,,,,,,
2,0440_14,fracture,BdTfrac440,SW_SW,,,,440,19.01.2021,,279,gneiss,subsurface,0.16,0.23,0.2,30.86,30,0,2.75,5.64,1.37,28.06,7.8,9.75,8,140,113.3,99.3,173,0.0415,1,-13.09,-91.3
6,0444_14,fracture,BdTfrac444,SW_SW,,,,444,19.01.2021,,281,gneiss,subsurface,0.2,0.87,1.69,21.48,25,0,1.48,6.33,1.46,24.73,6.8,9.41,7.93,122.8,100.3,86.7,185,0.0069,1,-12.78,-88.55
8,0699B_14,fracture,BdTfrac699B,,,,,699.2,19.01.2021,,437,gneiss,subsurface,2.23,3.72,0,344.18,12.5,0,43.05,1.37,0.56,130.46,11,8.85,7.43,597,548,424,196,0.0057,1,-13.38,-93.91
11,0901_14,fracture,BdTfrac901,SW_SW,,,,901,19.01.2021,,485,gneiss,subsurface,3.35,13.6,0,514.61,10,0.08,99.09,1.78,0.27,155.14,11.7,8.62,7.43,878,809,619,139,0.0077,1,-14.26,-99.82
13,1203A_14,fracture,BdTfrac1203A,,,,,1203.1,19.01.2021,,614,granite,subsurface,1.39,2.01,0,109.4,10,0,8.43,0.14,0.25,54.48,10.2,8.43,7.75,250,226,177,167,0.0005,1,-13.52,-93.4
19,1303_14,fracture,BdTfrac1303,SW_NE,,,,1303,19.01.2021,,698,granite,subsurface,0.78,0.32,0.95,12.08,10,0,1.67,0.08,0.23,13.85,6.8,9.36,8.02,62.1,55.3,44.6,168,0.015,1,-13.27,-91.58
26,1306A_14,fracture,BdTfrac1306A,SW_NE,,,,1306.1,19.01.2021,,698,granite,subsurface,0.98,0.64,1.29,27.4,15,0,3.05,0.09,0.23,20.61,7.9,9.23,8.05,97.3,86.7,69.1,171,0.0269,1,-13.29,-91.65
33,1306B_14,fracture,BdTfrac1306B,SW_NE,,,,1306.2,19.01.2021,,698,granite,subsurface,1.27,1.7,0.44,54.82,10,0,7.12,0.11,0.23,29.5,8.6,9.21,7.97,149.8,131.1,106,177,0.2333,1,-13.29,-92.03
40,1306C_14,fracture,BdTfrac1306C,SW_NE,,,,1306.3,19.01.2021,,698,granite,subsurface,1.48,2.34,0.45,73.52,10,0.01,9.88,0.12,0.24,35.71,9.3,9.14,7.97,184.8,168.2,131,171,0.1,1,-13.52,-92.92
46,1494_14,fracture,BdTfrac1494,SW_NE,,,,1494,19.01.2021,,829,granite,subsurface,3.98,8.64,0,274.2,10,0.13,31.39,0.22,0.23,108.71,13.4,8.84,7.87,511,481,351,151,0.0256,1,-13.87,-96.95
48,1798_14,fracture,BdTfrac1798,SW_SW,,,,1798,19.01.2021,,955,granite,subsurface,3.95,1.67,0,33.33,10,0.07,11.71,0.18,0,18.7,15.2,9.1,8.09,118.5,114.4,83.6,157,0.002,5,-13.87,-95.88
50,1973_14,fracture,BdTfrac1973,SW_NE,,,,1973,19.01.2021,,1053,granite,subsurface,4.04,8.45,0,335.22,5,0.15,33.06,0.41,0,138.55,15.7,8.41,7.8,585,569,414,178,0.0048,4,-13.53,-96
60,1993_14,fracture,BdTfrac1993,SW_SW,,,,1993,19.01.2021,,1056,granite,subsurface,3.64,9.35,0,350.31,5,0.16,34.55,0.42,0.22,145.03,15.6,8.8,7.8,608,585,433,62,0.0258,1,-14.14,-97.96
151,0699A_14,fracture,BdTfrac699A,roof,,,,699.1,19.01.2021,,437,gneiss,subsurface,,,,,,,,,,,12,8.66,,494,,335,180,0.0002,1,,
153,0755A_14,fracture,BdTfrac755A,,,,,755.1,19.01.2021,,472,gneiss,subsurface,,,,,,,,,,,11.7,8.57,,251,,178,190,0.006,1,,
155,0755B_14,fracture,BdTfrac755B,,,,,755.2,19.01.2021,,472,gneiss,subsurface,,,,,,,,,,,12.4,8.73,,177,,125,190,0.0009,1,,
157,1040_14,fracture,BdTfrac1040,,,,,1040,19.01.2021,,526,gneiss,subsurface,,,,,,,,,,,12.4,8.88,,136,,97,129,0.0011,1,,
158,1203B_14,fracture,BdTfrac1203B,,,,,1203.2,19.01.2021,,614,granite,subsurface,,,,,,,,,,,9.2,8.67,,234,,166,168,0.0045,1,,
160,1329_14,fracture,BdTfrac1329,SW_SW,,,,1329,19.01.2021,,731,granite,subsurface,,,,,,,,,,,8,9.59,,51.4,,36.5,155,0.0015,1,,
162,1333_14,fracture,BdTfrac1333,SW_SW,,,,1333,19.01.2021,,735,granite,subsurface,,,,,,,,,,,9.3,9.83,,55.6,,39.6,155,0.0016,1,,
164,1449_14,fracture,BdTfrac1449,SW_SW,,,,1449,19.01.2021,,829,granite,subsurface,,,,,,,,,,,14.1,8.25,,446,,318,189,0.0007,,,
198,st2_15_01,borehole,BdWst2,,TB,0,349,2065,20.01.2021,,,granite,subsurface,5.69,3.76,0,37.37,15,0.09,24.84,0.55,0,12.96,17.1,10.01,8.92,143,136,101,70,,1,-13.93,-96.54
199,st2_15_02,borehole,BdWst2,,TB,0,349,2065,20.01.2021,,,granite,subsurface,5.56,3.8,0,37.27,15,0.05,24.09,0.38,0,14.58,15.8,10,8.36,145,121.9,103,100,,1,,
66,2647_16,fracture,BdTfrac2647,SW_NE,,,,2647,03.02.2021,,1254,granite,subsurface,4.07,4.06,0,93.37,15,0,24.82,0.29,0.22,35.99,15.8,8.8,8.79,252,237,179,31,0.0015,1,-14.26,-98.27
72,2794_16,fracture,BdTfrac2794,,,,,2794,03.02.2021,,1305,granite,subsurface,2.64,0.74,0,30.19,15,0,11.33,0.46,0.26,18.78,14.6,8.9,8.96,125.9,113.2,89.5,70,0.01,1,-14.17,-98.08
78,2848A_16,fracture,BdTfrac2848A,SW_SW,,,,2848.1,03.02.2021,,1332,granite,subsurface,1.24,0.22,0.76,11.66,15,0,6.66,0.33,0.24,10.77,13.3,9.28,9.11,71.8,63.6,50.5,40,,1,-13.81,-95.33
84,2848B_16,fracture,BdTfrac2848B,SW_SW,,,,2848.2,03.02.2021,,1332,granite,subsurface,2.34,0.73,0,65.07,10,0,16.92,0.49,0.23,25.67,15.5,9.18,8.92,175.4,164.5,125,33,0.2,1,-14.07,-96.74
89,3191_16,fracture,BdTfrac3191,SW_NE,,,,3191,03.02.2021,,1584,granite,subsurface,3.21,0.51,0,27.36,10,0,15.8,0.2,0,11.93,16.8,8.37,8.95,111.8,101.3,79.8,145,0.03025,2.5,-13.93,-96.19
94,3192_16,fracture,BdTfrac3192,SW_NE,,,,3192,03.02.2021,,1583,granite,subsurface,2.95,0.73,0,54.08,10,0,18.2,0.23,0,19.96,16.9,9.18,8.82,160,144.3,113,124,0.0429,3,-13.97,-96.22
99,3750_16,fracture,BdTfrac3750,all,,,,3750,03.02.2021,,1288,granite,subsurface,0.78,0.18,1.8,6.64,10,0,3.05,0.4,0,7.5,14.8,7.47,9.11,44.4,39.5,31.5,151,,,-14,-95.26
104,3884_16,fracture,BdTfrac3884,all,,,,3884,03.02.2021,,1244,granite,subsurface,1.89,0.28,0.85,13.72,10,0,8.6,0.58,0,10.71,16.7,7.88,9.21,79.7,71.8,56.8,145,,,-14.53,-99.61
109,4166_16,fracture,BdTfrac4166,SW_SW,,,,4166,03.02.2021,,1062,granite,subsurface,1.34,0.16,1.54,4.17,15,0,7.98,0.24,0.24,11.85,14.2,9.76,9.5,58.4,51.8,41.1,112,0.02,2,-14.67,-100.53
113,4348_16,fracture,BdTfrac4348,SW_SW,,,,4348,03.02.2021,,1017,granite,subsurface,4.71,0.72,0,19.01,15,0,21.35,0.43,0,8.12,17.8,9.58,9.33,116.1,100.4,82.1,139,0.06,1.2,-14.68,-102.08
117,4447_16,fracture,BdTfrac4447,SW_SW,,,,4447,03.02.2021,,1048,granite,subsurface,4.35,0.72,0,15.5,15,0,17.63,0.32,0,10.89,17.5,9.59,9.26,102.9,86,73.2,151,0.0325,1,-14.67,-102.39
122,4506_16,fracture,BdTfrac4506,SW_SW,,,,4506,03.02.2021,,1067,granite,subsurface,3.64,0.6,0,16.18,15,0,15.07,0.25,0,10.5,17.1,9.46,9.2,97.9,83.8,69.3,162,0.058,2.5,-14.56,-101.38
126,4599_16,fracture,BdTfrac4599,roof,,,,4599,03.02.2021,,1087,granite,subsurface,2.88,0.2,0,13.37,15,0,12.28,0.31,0,9.38,17.5,9.48,9.18,86.4,75.5,61.5,158,0.0116,2,-14.63,-101.07
131,4652_16,fracture,BdTfrac4652,SW_SW,,,,4652,03.02.2021,,1090,granite,subsurface,2.98,0.19,0,12.52,15,0,11.33,0.18,0,9.61,18,9.33,9.12,84.1,73.3,61.5,162,0.0176,2,-14.63,-101.99
136,4752_16,fracture,BdTfrac4752,SW_NE,,,,4752,03.02.2021,,1099,granite,subsurface,2.76,0.17,0,13.13,15,0,9.28,0.39,0,11.35,18.1,9.27,9.08,81.1,71.7,57.6,161,0.0183,3,-14.4,-100.72
140,4846_16,fracture,BdTfrac4846,,,,,4846,03.02.2021,,1146,granite,subsurface,3.37,0.15,0,16.79,15,0,9.66,0.33,0,12.82,18.1,9.16,9.06,91.1,77.4,63.6,162,0.0033,1,-14.48,-100.74
144,4950_16,fracture,BdTfrac4950,roof,,,,4950,03.02.2021,,1180,granite,subsurface,2.63,0.13,0.89,6.62,15,0,8.18,0.81,0,8.6,18.7,9.53,9.13,71.2,59.2,50.4,154,0.02,2,-14.56,-101.49
148,5132_16,fracture,BdTfrac5132,SW_SW,,,,5132,03.02.2021,,1265,granite,subsurface,4.41,0.2,0,14.32,15,0,13.39,0.33,0,11.99,18.8,9.26,9.03,99.8,82.2,71.6,182,0.0148,1,-14.7,-102.32
166,4198_16,fracture,BdTfrac4198,,,,,4198,03.02.2021,,1057,granite,subsurface,,,,,,,,,,,14.3,9.59,,85.6,,60.5,123,,,,
167,4253_16,fracture,BdTfrac4253,,,,,4253,03.02.2021,,1046,granite,subsurface,,,,,,,,,,,15.5,9.47,,93.5,,66.3,139,,,,
67,2647_17,fracture,BdTfrac2647,SW_NE,,,,2647,03.03.2021,,1254,granite,subsurface,3.46,4.24,0,94.41,19,0,24.52,0.25,0.26,30.85,15.8,8.88,8.5,254,220,180,195,0.0018,1,,
73,2794_17,fracture,BdTfrac2794,,,,,2794,03.03.2021,,1305,granite,subsurface,2.34,0.73,0,30.83,26,0,11.36,0.47,0.29,16.76,14.7,8.98,8.63,127.1,89,90.3,208,0.0085,1,,
79,2848A_17,fracture,BdTfrac2848A,SW_SW,,,,2848.1,03.03.2021,,1332,granite,subsurface,0.84,0.17,0,11.36,14,0,6.71,0.36,0.27,10.32,12.8,9.58,8.77,73.2,58.9,52,184,,1,,
85,2848B_17,fracture,BdTfrac2848B,SW_SW,,,,2848.2,03.03.2021,,1332,granite,subsurface,1.7,0.71,0.48,61.51,10,0,15.85,0.48,0.26,21.17,15.3,9.28,8.54,177.8,121.9,126,193,0.1,1,,
90,3191_17,fracture,BdTfrac3191,SW_NE,,,,3191,03.03.2021,,1584,granite,subsurface,2.93,0.47,0,26.9,19,0,15.6,0.21,0,11.06,17,9.5,8.61,113.4,96.8,81.1,186,0.02975,2.5,,
95,3192_17,fracture,BdTfrac3192,SW_NE,,,,3192,03.03.2021,,1583,granite,subsurface,2.64,0.84,0,53.65,18,0,18.04,0.25,0,17.57,17,9.27,8.3,162.3,137.3,115,192,0.0429,3,,
100,3750_17,fracture,BdTfrac3750,all,,,,3750,03.03.2021,,1288,granite,subsurface,0.59,0.22,2.1,6.65,12.5,0,3.13,0.42,0,7.39,14.5,8.75,8.57,45.3,36.1,32,186,,,,
105,3884_17,fracture,BdTfrac3884,all,,,,3884,03.03.2021,,1244,granite,subsurface,1.82,1.48,0.66,14.41,20,0,8.55,0.61,0,9.95,16.8,8.94,8.72,79.4,68.1,64.4,182,,,,
110,4166_17,fracture,BdTfrac4166,SW_SW,,,,4166,03.03.2021,,1062,granite,subsurface,1.27,0.14,1.82,3.73,23.5,0,8.09,0.26,0,7.11,14.4,9.74,8.9,58.7,47,42.2,175,0.02,2,,
114,4348_17,fracture,BdTfrac4348,SW_SW,,,,4348,03.03.2021,,1017,granite,subsurface,4.5,0.68,0,18.74,15,0,21.26,0.33,0,8.5,17.8,9.52,8.52,116.4,98.7,82.6,165,0.06312,1.2,,
118,4447_17,fracture,BdTfrac4447,SW_SW,,,,4447,03.03.2021,,1048,granite,subsurface,4.6,0.78,0,15.7,15,0,17.4,0.36,0,8.67,17.6,9.62,8.62,104.2,86.4,73.8,165,0.0313,1,,
123,4506_17,fracture,BdTfrac4506,SW_SW,,,,4506,03.03.2021,,1067,granite,subsurface,3.5,0.51,0,16.28,22,0,14.81,0.27,0,9.44,17.3,9.46,8.56,97.9,82.3,69.5,176,0.0586,2.5,,
127,4599_17,fracture,BdTfrac4599,roof,,,,4599,03.03.2021,,1087,granite,subsurface,2.66,0.35,0,13.73,15,0,11.75,0.31,0,9.23,17.7,9.55,8.56,86.8,63.4,61.6,169,0.0116,2,,
132,4652_17,fracture,BdTfrac4652,SW_SW,,,,4652,03.03.2021,,1090,granite,subsurface,2.77,0.1,0,12.04,15,0,11.1,0.18,0,9.58,18,9.47,8.57,82.7,68.5,61.6,169,0.0156,2,,
137,4752_17,fracture,BdTfrac4752,SW_NE,,,,4752,03.03.2021,,1099,granite,subsurface,2.62,0.15,0.22,12.84,22.5,0,8.62,0.38,0,10.86,18,9.38,8.61,82.7,67.7,57.9,174,0.0171,3,,
141,4846_17,fracture,BdTfrac4846,,,,,4846,03.03.2021,,1146,granite,subsurface,3.23,0.15,0,16.98,15,0,9.58,0.37,0,11.75,18,9.24,8.71,90.6,72.6,64.3,177,0.0047,1,,
145,4950_17,fracture,BdTfrac4950,roof,,,,4950,03.03.2021,,1180,granite,subsurface,2.47,0.15,0.84,6.1,15,0,8.09,0.85,0,9.09,18,9.49,8.83,69.4,57.1,49.2,163,0.0212,2,,
149,5132_17,fracture,BdTfrac5132,SW_SW,,,,5132,03.03.2021,,1265,granite,subsurface,4.3,0.14,0,14.33,15,0,13.28,0.36,0,10.24,19,9.43,8.67,94.1,80.3,68,165,0.0156,1,,
275,ditch_2000_17,ditch,BdTditch2000,,,,,2000,03.03.2021,10:51,,,subsurface,2.43,0.76,0.85,30.76,15,0,12.05,1.22,0.26,18.52,15.3,8.77,8.68,126.6,105.4,89.7,186,,1,,
279,ditch_4447_17,ditch,BdTditch4447,,,,,4447,03.03.2021,14:15,,,subsurface,3.24,1.38,0,13.26,23,0,11.48,0.68,0.25,10.53,18,8.9,8.51,90.2,75.2,64.1,178,,1,,
3,0440_17,fracture,BdTfrac440,SW_SW,,,,440,04.03.2021,,279,gneiss,subsurface,0.08,0.31,0,28.57,27.5,0,1.7,5.59,1.51,21.63,7.2,8.74,8.48,154,130.8,110,,0.05,1,-13.18,-91.72
7,0444_17,fracture,BdTfrac444,SW_SW,,,,444,04.03.2021,,281,gneiss,subsurface,0.05,0.24,0,20.34,25,0,1.63,5.53,1.59,22.6,6.6,8.7,8.56,137.9,112.9,98,181,0.007,1,-12.82,-88.93
9,0699B_17,fracture,BdTfrac699B,,,,,699.2,04.03.2021,,437,gneiss,subsurface,1.3,3.71,0.14,326.61,12.5,0,42.28,1.16,0.57,103.63,11.2,8.72,8.34,654,571,464,184,0.0054,1,-13.56,-94.22
12,0901_17,fracture,BdTfrac901,SW_SW,,,,901,04.03.2021,,485,gneiss,subsurface,,,0,,5,,,,,,11.7,8.64,8.33,949,814,674,178,0.0063,1,-14.27,-99.88
14,1203A_17,fracture,BdTfrac1203A,,,,,1203.1,04.03.2021,,614,granite,subsurface,,,0,,12.5,,,,,,10.2,8.34,8.48,270,234,192,210,0.0005,1,-13.49,-93.34
20,1303_17,fracture,BdTfrac1303,SW_NE,,,,1303,04.03.2021,,698,granite,subsurface,0.45,0.56,1.03,12.09,18,0,2.05,0,,13.75,7.4,9.3,8.74,70.1,58.1,49.7,188,0.015,1,-13.24,-91.43
27,1306A_17,fracture,BdTfrac1306A,SW_NE,,,,1306.1,04.03.2021,,698,granite,subsurface,0.67,0.65,0.67,27.09,18,0,3.36,0,0.25,19.25,8.2,9.2,8.67,108.9,90.9,77.3,192,0.0364,1,-13.28,-91.74
34,1306B_17,fracture,BdTfrac1306B,SW_NE,,,,1306.2,04.03.2021,,698,granite,subsurface,0.84,1.79,0,58.23,20,0,8,0.12,0.26,27.58,8.8,9.11,8.54,172.7,146.5,123,187,0.238,1,-13.39,-92.74
41,1306C_17,fracture,BdTfrac1306C,SW_NE,,,,1306.3,04.03.2021,,698,granite,subsurface,1.02,2.45,0.73,74.81,20,0.01,10.26,0.15,0.66,36.1,10,8.9,8.55,206,156.9,146,186,0.1,1,-13.45,-93.2
47,1494_17,fracture,BdTfrac1494,SW_NE,,,,1494,04.03.2021,,829,granite,subsurface,2.92,9.1,0,262.71,5,0.13,31.73,0.23,0.26,91.84,13,8.76,8.4,561,466,398,169,0.0275,1,-13.86,-96.48
49,1798_17,fracture,BdTfrac1798,SW_SW,,,,1798,04.03.2021,,955,granite,subsurface,2.89,1.64,0,32.08,7.5,0.09,11.75,0.14,0,16.88,15.2,8.93,8.7,135.2,116,96.2,165,0.002,5,-13.87,-96.21
51,1973_17,fracture,BdTfrac1973,SW_NE,,,,1973,04.03.2021,,1053,granite,subsurface,2.85,8.87,0,327.05,5,0.15,33.2,0.39,0.25,115.69,15.8,8.47,8.43,656,582,466,177,0.0044,4,-13.74,-96.79
61,1993_17,fracture,BdTfrac1993,SW_SW,,,,1993,04.03.2021,,1056,granite,subsurface,2.91,9.95,0,348.91,5,0.16,35.16,0.5,0.25,120.44,16.3,8.67,8.46,684,597,485,200,0.025,1,-14.12,-98.05
150,0444B_17,fracture,BdTfrac444B,SW_SW,,,,444,04.03.2021,,281,gneiss,subsurface,0.2,0,1.81,19.42,27.5,0,1.64,5.52,1.55,21.98,6.7,8.79,8.46,134.1,117.8,90.4,192,0.0075,1,-12.87,-88.99
152,0699A_17,fracture,BdTfrac699A,roof,,,,699.1,04.03.2021,,437,gneiss,subsurface,,,,,,,,,,,11.8,8.3,,551,,391,187,0.0003,1,,
154,0755A_17,fracture,BdTfrac755A,,,,,755.1,04.03.2021,,472,gneiss,subsurface,,,,,,,,,,,11.7,8.24,,267,,190,194,,1,,
156,0755B_17,fracture,BdTfrac755B,,,,,755.2,04.03.2021,,472,gneiss,subsurface,,,,,,,,,,,11.8,8.73,,198.4,,141,177,0.001,1,,
159,1203B_17,fracture,BdTfrac1203B,,,,,1203.2,04.03.2021,,614,granite,subsurface,,,,,,,,,,,9.5,8.63,,254,,180,210,0.0027,1,,
161,1329_17,fracture,BdTfrac1329,SW_SW,,,,1329,04.03.2021,,731,granite,subsurface,,,,,,,,,,,8.7,9.51,,57.2,,40.7,160,0.0014,1,,
163,1333_17,fracture,BdTfrac1333,SW_SW,,,,1333,04.03.2021,,735,granite,subsurface,,,,,,,,,,,9.4,9.38,,61.6,,44.3,159,0.0023,1,,
165,1449_17,fracture,BdTfrac1449,SW_SW,,,,1449,04.03.2021,,829,granite,subsurface,,,,,,,,,,,14,8.45,,488,,346,179,0.0003,,,
194,st1_17,borehole,BdWst1,,TB,0,399,2030,04.03.2021,,,granite,subsurface,3.47,4.13,0.14,195.88,13,0.05,28.09,0.39,0,66.16,19.9,9.33,8.45,430,278,353,134,,1,-13.69,-95.01
