ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt
427,0216_35,fracture,BdTfrac216,,,,,216,23.05.2021,15:23,,granite,subsurface,0.26,0.14,3.54,12.52,,0,1.65,5.02,3.59,19.21,5,,8.416,125,105.2,89,136,,1,-13.17,-92.23
428,st1_int1_2_35_04,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,15:40,,granite,subsurface,5.64,4.91,0,236.29,,0.01,35.26,0.49,0,84.87,19.9,13.19,8.347,474,421,335,130,,1,-13.9,-96.4
429,mb8_35_07,borehole,BdWmb8,,TB,,,2036.7,23.05.2021,15:55,,granite,subsurface,,,,,,,,,,,17.2,12.4,,346,,245,4,0.105,1,,
430,st1_int1_2_35_05,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,16:10,,granite,subsurface,,,,,,,,,,,20.3,12.5,,480,,341,75,1.108,1,,
431,st1_int1_2_35_06,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,16:25,,granite,subsurface,6.09,4.82,0,145.16,,0.09,24.44,0.48,0,58.24,20.5,12.45,8.545,473,294,339,105,1.108,1,,
432,mb8_35_08,borehole,BdWmb8,,TB,,,2036.7,23.05.2021,16:25,,granite,subsurface,,,,,,,,,,,17.2,12.62,,345,,245,-30,0.1,1,-14.09,-97.52
433,st1_int1_2_35_07,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,17:00,,granite,subsurface,5.59,4.88,0,235.68,,0.01,35.36,0.46,0,85.51,21,11.62,8.684,474,418,338,112,1.108,1,-14.01,-96.89
434,st1_int1_2_35_08,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,17:30,,granite,subsurface,5.69,4.71,0,235.07,,0.01,35.13,0.47,0,87.32,21,12.27,9.015,478,386,343,124,1.129,1,-14.01,-96.43
435,mb8_35_09,borehole,BdWmb8,,TB,,,2036.7,23.05.2021,17:35,,granite,subsurface,,,,,,,,,,,17.4,12.4,,347,,246,,0.1,1,,
436,1993_35_02,fracture,BdTfrac1993,SW_SW,,,,1993,23.05.2021,17:51,1056,granite,subsurface,4.1,10.44,0,392.12,,0.16,36.27,0.48,0,156.78,16,12.7,8.916,680,619,481,88,0.025,1,-14.21,-98.32
437,st1_int1_2_35_09,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,18:00,,granite,subsurface,5.45,4.17,0,231.88,,0.01,35.18,0.48,0,84.82,20.8,12.2,9.01,480,424,340,86,1.133,1,-13.99,-96.91
438,st1_int1_2_35_10,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,18:30,,granite,subsurface,5.64,4.8,0,246.07,,0.01,35.86,0.56,0,84.58,21,12.3,9.042,472,427,337,82,1.15,1,-13.83,-96.12
439,mb8_35_10,borehole,BdWmb8,,TB,,,2036.7,23.05.2021,18:25,,granite,subsurface,6.15,5,0,146.52,,0,3.91,0,0,9.35,17.3,12.4,9.147,344,287,245,-23,0.094,1,-13.99,-97.19
440,st1_int1_2_35_11,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,19:30,,granite,subsurface,5.42,4.14,0,232.99,,0.01,35.34,0.62,0,83.96,21,12.34,9.126,469,429,334,131,1.167,1,-13.84,-96.37
441,mb8_35_11,borehole,BdWmb8,,TB,,,2036.7,23.05.2021,19:40,,granite,subsurface,,,,,,,,,,,17.3,12.58,,346,,245,-26,0.0985,1,,
442,st1_int1_2_35_12,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,20:30,,granite,subsurface,,,,,,0.01,35.28,0.61,0,82.48,20.8,12.23,9.166,467,445,331,105,1.183,1,-13.87,-96.45
443,1993_35_03,fracture,BdTfrac1993,SW_SW,,,,1993,23.05.2021,20:35,1056,granite,subsurface,,,,,,,,,,,16,12.28,,705,,498,,0.02262,1,,
444,mb8_35_12,borehole,BdWmb8,,TB,,,2036.7,23.05.2021,20:35,,granite,subsurface,,,,,,,,,,,16.1,13.4,,348,,247,-37,0.105,1,,
445,st1_int1_2_35_13,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,21:00,,granite,subsurface,5.55,4.2,0,228.86,,0.01,34.61,0.46,0,81.55,21.2,11.18,9.166,467,450,332,65,1.183,1,-13.91,-96.32
446,st1_int1_2_35_14,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,21:30,,granite,subsurface,5.55,4.67,0,226.31,,0.01,34.92,0.45,0,81.93,21.1,10.8,9.189,456,436,323,104,1.183,1,-13.82,-96.01
447,st1_int1_2_35_15,borehole,BdWst1,,1_2,366.39,388.32,2030,23.05.2021,22:00,,granite,subsurface,5.49,4.19,1.01,226.15,,0.01,35,0.54,0,81.43,21.2,12.1,9.221,458,434,329,127,1.183,1,-13.79,-96.12
448,st1_int1_2_36_01,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,09:45,,granite,subsurface,5.49,4.27,0,234.34,,0.01,35.32,0.61,0,84.35,19.7,13.3,9.156,475,476,337,125,1.0458,1,-13.81,-95.99
449,mb8_36,borehole,BdWmb8,,TB,,,2036.7,24.05.2021,09:55,,granite,subsurface,6.16,5,0,147.11,,0.14,25.36,0.68,0,59.34,17.2,13.35,9.279,350,343,247,-32,0.098,1,,
450,1993_36,fracture,BdTfrac1993,SW_SW,,,,1993,24.05.2021,10:00,1056,granite,subsurface,4.06,10.46,0,391.72,,0.16,36.28,0.46,0,172.86,15.9,13.32,9.069,703,661,497,114,0.02425,1,,
451,st1_int1_2_36_02,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,10:50,,granite,subsurface,5.5,4.42,0,234.54,,0.05,34.87,0.45,0,84.66,21.3,11.52,9.112,476,479,338,85,1.0458,1,-13.78,-95.87
452,st1_int1_2_36_03,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,11:50,,granite,subsurface,5.55,4.68,0,235.2,,0,35.81,0.46,0,86.4,20.7,12.6,9.154,477,486,341,136,,1,,
453,cb2_p7_36,borehole,BdWcb2,,7,125.14,140.14,2043,24.05.2021,12:10,,granite,subsurface,6.21,3.54,0,49.18,,0.09,24.68,0.57,0,17.32,16,13.39,9.435,170,169.5,121,-36,0.000429,1,-13.96,-96.84
454,cb2_p5_36,borehole,BdWcb2,,5,156.19,165.19,2043,24.05.2021,13:22,,granite,subsurface,6.86,5.56,0,131.77,,0.08,26.02,0.65,0,52.89,16.3,,9.294,323,326,229,-55,0.0053476,1,,
455,st1_int1_2_36_04,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,13:30,,granite,subsurface,5.42,4.4,0,235.91,,0.01,34.59,0.46,0,84.29,20.5,12.8,9.191,478,488,340,41,,1,-13.89,-96.62
456,cb2_p4_36,borehole,BdWcb2,,4,166.73,175.73,2043,24.05.2021,14:12,,granite,subsurface,6.77,6.83,0,166.95,,0.08,28.53,0.61,0,66.43,16.2,13.81,9.267,396,399,281,-49,0.00154,1,,
457,st1_int1_2_36_05,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,14:45,,granite,subsurface,5.75,4.85,0,236.67,,0.01,34.81,0.5,0,84.77,20.6,12.3,9.274,487,494,340,6,,1,-13.9,-96.64
458,cb2_p3_36,borehole,BdWcb2,,3,177.24,195.24,2043,24.05.2021,15:20,,granite,subsurface,6.96,8.1,0,255.07,,0.09,30.71,0.73,0,98.15,16.1,13.5,9.258,520,507,369,-9,,1,,
459,st1_int1_2_36_06,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,15:25,,granite,subsurface,5.46,4.8,1.04,237.76,,0.01,35.1,0.51,0,85.44,20.6,12.5,9.244,482,495,342,,,1,,
460,rain_ronco_portal_36,precipitation,BdSprecRoncoPortal,,,,,,24.05.2021,,,,surface,0,0.01,0.94,0.36,,0,1.49,0,0.02,0,7.4,,8.421,19.8,7.2,14.2,149,,,,
461,st1_int1_2_36_07,borehole,BdWst1,,1_2,366.39,388.32,2030,24.05.2021,19:25,,granite,subsurface,5.49,4.35,0,242.03,,0.01,35.09,0.52,0,86.34,20.2,13.1,9.223,486,495,343,,,1,-13.95,-96.52
462,1993_37,fracture,BdTfrac1993,SW_SW,,,,1993,01.06.2021,10:53,1056,granite,subsurface,4,10.4,0,382.99,,0.17,36.61,0.65,0,153.51,15.7,8.9,7.505,693,608,504,94,0.026,1,-14.13,-97.88
463,welltec_37,borehole,BdWwelltec,,TB,,,2067,01.06.2021,11:00,,granite,subsurface,5.12,1.61,0,21.48,,0.01,15.4,0.44,0,11.58,15.9,9.4,7.829,114.9,91,81.5,66,0.0178,1,-13.84,-95.75
464,mb8_37,borehole,BdWmb8,,TB,,,2036.7,01.06.2021,11:40,,granite,subsurface,6.21,5.27,0,155.77,,0.09,24.81,0.58,0,63.38,17.1,9.2,7.629,365,307,260,68,0.1,1,-14.04,-97.21
465,mb5_37,borehole,BdWmb5,,TB,,,2023.3,01.06.2021,11:48,,granite,subsurface,,,,,,0.08,25.15,0.61,0,67.45,17,9.6,7.883,385,319,273,64,0.54,1,-14.01,-96.9
466,1798_37,fracture,BdTfrac1798,SW_SW,,,,1798,01.06.2021,15:10,955,granite,subsurface,,,,,,0.07,12.17,0.25,0,19.14,16.3,8.6,8.247,132.3,104.8,93.6,65,0.0020835,5,-13.88,-96.11
467,1494_37,fracture,BdTfrac1494,SW_NE,,,,1494,01.06.2021,15:30,829,granite,subsurface,,,,,,0.29,33.37,1.02,0.01,108.77,13.2,8.6,7.92,562,468,399,97,0.02697,1,-13.92,-96.94
468,1306C_37,fracture,BdTfrac1306C,SW_NE,,,,1306.3,01.06.2021,16:15,698,granite,subsurface,,,,,,0.01,10.62,0.25,0.01,35.9,11.7,8.6,8.053,212,166.9,148,100,,1,-13.42,-93.28
469,1306B_37,fracture,BdTfrac1306B,SW_NE,,,,1306.2,01.06.2021,16:17,698,granite,subsurface,1.45,1.61,0.86,58.29,,0,7.63,0.17,0.01,29.38,8.9,8.8,8.088,266,138.5,118,98,,1,-13.33,-92.92
470,1306A_37,fracture,BdTfrac1306A,SW_NE,,,,1306.1,01.06.2021,16:23,698,granite,subsurface,1.18,0.6,0.94,31.54,,0,3.81,0.17,0.01,21.18,7.6,8.8,8.16,112,91.3,79.6,100,,1,-13.26,-92.31
471,1303_37,fracture,BdTfrac1303,SW_NE,,,,1303,01.06.2021,16:25,698,granite,subsurface,1.27,0.79,0.85,44.29,,0,5.21,0.17,0.02,25.64,8.4,8.6,8.123,134.1,110.6,95,105,,1,-13.28,-92.65
472,1203A_37,fracture,BdTfrac1203A,,,,,1203.1,01.06.2021,16:34,614,granite,subsurface,1.53,2.24,0.76,70.52,,0,9.44,0.2,0.01,33.96,9.4,8.5,8.053,190.6,157.8,135,117,0.004375,1,-13.33,-93.09
473,0901_37,fracture,BdTfrac901,SW_SW,,,,901,01.06.2021,16:45,485,granite,subsurface,4.05,13.36,0,549.06,,,,,,,11.4,8.4,7.817,947,819,662,131,0.0067,1,-14.19,-99.99
474,0699B_37,fracture,BdTfrac699B,,,,,699.2,01.06.2021,17:37,437,granite,subsurface,2.39,3.07,0.16,354.93,,0,43.5,1.23,0.48,129.69,11.5,8.1,7.853,653,565,466,131,0.0043,1,-13.39,-93.85
475,0444_37,fracture,BdTfrac444,SW_SW,,,,444,01.06.2021,17:45,281,granite,subsurface,0.42,0.19,0.77,28.67,,0.34,2.74,5.94,1.68,27.49,7.6,8.2,8.032,151.1,125,108,135,0.006746,1,-12.76,-88.82
476,0440_37,fracture,BdTfrac440,SW_SW,,,,440,01.06.2021,17:55,279,granite,subsurface,0.13,0,0.2,33.68,,0.23,3.4,5.78,1.46,28.5,8.2,8.2,8,158.3,134.1,112,130,0.045,1,-13.06,-91.64
477,riale_di_bedretto_bridge_38,stream,BdSBedrettoBridge,,,,,,27.06.2021,07:46,,,surface,0.22,0.01,0.35,3.28,,0,1.04,1,0.37,6.27,7.1,8.2,9.34,39.2,25.3,27.1,162,,1,,
478,riale_di_allacqua_up_38,stream,BdSAllAcquaUp,,,,,,27.06.2021,10:25,,,surface,0.89,0.01,0.6,0.64,,0,0.87,0.26,0.11,5.1,6.8,7.8,9.17,20.3,14.7,14.4,156,,1,-14.2,-98.7
479,riale_di_gallinoso_up_stream_II_38,stream,BdSGallinosoUpstrII,,,,,,27.06.2021,11:25,,,surface,0.53,0,0.01,0.2,,0,0.5,0.27,0.11,3.73,12.2,7.2,9.057,14.4,9.2,10,151,,1,,
480,riale_di_gallinoso_up_stream_III_38,stream,BdSGallinosoUpstrIII,,,,,,27.06.2021,11:45,,,surface,1.01,0,0.27,0.23,,0,0.58,0.24,0.1,2.93,10.4,6.9,8.738,9.1,7.1,6.5,157,,1,-14.26,-99.92
481,riale_di_gallinoso_up_stream_IV_38,stream,BdSGallinosoUpstrIV,,,,,,27.06.2021,12:01,,,surface,0,0.01,0.76,0.59,,0,1.22,0.35,0.29,2.26,11.2,7,,8.8,,6.3,148,,1,-12.71,-88.86
482,ronco_spring_up_38,spring,BdSRoncoSpr,,,,,,27.06.2021,13:35,,,surface,0.78,0.01,0.98,2.51,,0.21,0.87,0.23,0.12,6.26,4.3,6.9,8.738,26.3,13,18.6,162,,1,,
483,riale_di_ronco_up_stream_I_38,stream,BdSRoncoUpstrI,,,,,,27.06.2021,13:51,,,surface,0.84,0.01,0.76,0.8,,0.01,1.6,0.22,0.11,4.47,8.5,7,8.811,17.5,12.6,11.5,182,,1,-13.94,-96.79
484,riale_di_ronco_up_stream_II_38,stream,BdSRoncoUpstrII,,,,,,27.06.2021,14:00,,,surface,0.52,0.01,1.04,0.53,,0,0.45,0.19,0.09,3.52,10.6,6.9,8.855,10.9,8.3,8,157,,1,-14.97,-104.27
485,riale_di_ronco_up_stream_III_38,stream,BdSRoncoUpstrIII,,,,,,27.06.2021,14:05,,,surface,0.41,0,0.34,1.15,,0,2.05,0.23,0.12,5.33,5.6,6.8,8.57,21.3,17.2,15.1,165,,1,-13.92,-96.04
486,riale_di_ronco_up_stream_IV_38,stream,BdSRoncoUpstrIV,,,,,,27.06.2021,14:10,,,surface,0.67,0.01,0.75,0.39,,0,0.46,0.32,0.12,4.64,9.4,7,8.581,14.9,12.8,10.7,161,,1,-13.89,-96.42
487,riale_di_bedretto_up_38,stream,BdSBedrettoUp,,,,,,27.06.2021,14:50,,,surface,0.48,0.01,0,1.58,,0,0.69,0.4,0.17,4.56,6.7,6.9,8.496,26.1,14.1,18.6,150,,1,,
488,ticino_river_bridge_38,river,BdSTicinoRiverBridge,,,,,,27.06.2021,16:15,,,surface,0.22,0.36,0.72,93.96,,0,0.96,1.32,5.5,50.75,9.7,6.9,6.823,277,233,196,173,,1,,
489,riale_di_ronco_bridge_38,stream,BdSRoncoBridge,,,,,,27.06.2021,16:20,,,surface,0.83,0.01,0.68,1.87,,0,2.32,0.68,0.21,7.44,8.4,7.5,7.195,25.2,20.6,17.6,154,,1,-13.92,-96.09
490,riale_di_gallinoso_bridge_38,stream,BdSGallinosoBridge,,,,,,27.06.2021,16:30,,,surface,0.87,0.01,0.45,7.85,,0.24,1.81,0.83,0.23,9.81,9.4,7.3,7.077,46.8,38.6,33.4,146,,1,,
491,riale_di_allacqua_bridge_38,stream,BdSAllAcquaBridge,,,,,,27.06.2021,16:40,,,surface,0.88,0.01,0.13,0.93,,0,0.65,0.35,0.16,5.68,8,7.5,7.272,20.1,17.1,13.9,145,,1,-14.2,-97.6
492,airolo_spring_38,spring,BdSAiroloSpr,,,,,,27.06.2021,17:45,,,surface,0,0.27,0.23,15.16,,0.25,1.25,4.02,6.63,21.43,7.8,7.1,6.778,144,124.7,104,198,,1,-12.2,-83.23
493,5132_39,fracture,BdTfrac5132,SW_SW,,,,5132,08.07.2021,12:15,,granite,subsurface,5.07,0.11,0,15.79,,0,13.99,0.47,0,11.68,19,9.2,,96.5,,68.7,190,0.0186,1,,
494,4950_39,fracture,BdTfrac4950,roof,,,,4950,08.07.2021,12:30,,granite,subsurface,3.03,0.11,0.87,7.25,,0,9.3,1,0,10.25,18.5,9.3,,68.8,,48.8,168,0.01486,2,,
495,4752_39,fracture,BdTfrac4752,SW_NE,,,,4752,08.07.2021,12:45,,granite,subsurface,3.19,0.11,0.17,14.43,,0,9.41,0.47,0,12.25,18,9.2,,81.3,,57.8,170,0.0195,3,,
496,4652_39,fracture,BdTfrac4652,SW_SW,,,,4652,08.07.2021,13:00,,granite,subsurface,3.51,0.16,0,13.51,,0,12.22,0.37,0,10.83,18.1,9.2,,83.2,,59.5,160,0.015,2,,
497,4506_39,fracture,BdTfrac4506,SW_SW,,,,4506,08.07.2021,13:30,,granite,subsurface,4.38,0.44,0,18.33,,0,15.78,0.5,0,10.57,17.2,9.2,,97.2,,69.2,167,0.064725,2.5,,
498,4448_39,fracture,BdTfrac4448,SW_SW,,,,4448,08.07.2021,13:35,,granite,subsurface,4.11,0.29,0,15.53,,0,15.63,0.44,0,9.96,17.3,9.2,,91.6,,65,160,0.01,1,,
499,4345_39,fracture,BdTfrac4345,,,,,4345,08.07.2021,13:50,,granite,subsurface,5.73,0.65,0,21,,0,22.03,0.44,0,9.33,18,9.4,,115.5,,82,159,,1.2,,
500,4166_39,fracture,BdTfrac4166,SW_SW,,,,4166,08.07.2021,14:00,,granite,subsurface,1.66,0.15,1.43,4.95,,0.13,8.83,0.32,0,8.21,14.5,9.5,,58,,41.4,153,0.02,2,,
501,3884_39,fracture,BdTfrac3884,all,,,,3884,08.07.2021,14:15,,granite,subsurface,2.41,0.24,0.97,16.12,,0.1,10.45,1.26,0,11.36,16.9,8.7,,77.9,,55.4,165,,1,,
502,3750_39,fracture,BdTfrac3750,all,,,,3750,08.07.2021,14:30,,granite,subsurface,0.91,0.16,1.49,8.18,,0.13,4.05,0.47,0,8.39,14.6,8.6,,45.2,,32,165,,1,,
503,3192_39,fracture,BdTfrac3192,SW_NE,,,,3192,08.07.2021,14:45,,granite,subsurface,3.72,0.79,0,59.17,,0.09,19.96,0.68,0,20.45,16.8,9.2,,166,,116,173,0.0462,3,,
504,3191_39,fracture,BdTfrac3191,SW_NE,,,,3191,08.07.2021,15:00,,granite,subsurface,3.94,0.46,0,29.95,,0,16.37,0.31,0,13.13,16.8,9.3,,115,,81.7,168,0.029495,2.5,,
505,2848B_39,fracture,BdTfrac2848B,SW_SW,,,,2848.2,08.07.2021,15:15,,granite,subsurface,2.88,0.66,0.4,65.59,,0,16.57,0.54,0.03,24.17,15.7,9.1,,174.6,,124,173,0.1,1,,
506,2848A_39,fracture,BdTfrac2848A,SW_SW,,,,2848.1,08.07.2021,15:20,,granite,subsurface,1.52,0.23,0.76,12.76,,0,7.43,0.4,0.04,11.34,13.3,9.3,,71.3,,51,164,,1,,
507,2647_39,fracture,BdTfrac2647,SW_NE,,,,2647,08.07.2021,15:35,,granite,subsurface,5.1,4.37,0,105.79,,0,26.1,0.4,0.02,37.35,15.9,8.8,,262,,189,154,0.002,1,,
508,mb5_39,borehole,BdWmb5,,TB,,,2023.3,08.07.2021,16:00,,granite,subsurface,6.01,4.88,0,109.92,,0.09,23.94,1.12,0.01,40.9,16.5,9.9,,278,,198,8,,1,,
509,welltec_39,borehole,BdWwelltec,,TB,,,,08.07.2021,16:10,,granite,subsurface,5.48,1.67,0,24.13,,0.05,15.95,0.47,0,12.72,15.7,9.7,,114.6,,81.3,37,0.02848,1,,
510,1993_39,fracture,BdTfrac1993,SW_SW,,,,1993,08.07.2021,16:20,,granite,subsurface,4.1,10.03,0,381.37,,0.16,35.08,0.48,0.03,149.88,15.8,8.8,,667,,473,101,0.025,1,,
511,1973_39,fracture,BdTfrac1973,SW_NE,,,,1973,08.07.2021,16:25,,granite,subsurface,4.37,8.84,0,352.26,,0.16,33.22,0.49,0.02,138.98,15.4,8.4,,635,,452,118,0.0052,4,,
512,1798_39,fracture,BdTfrac1798,SW_SW,,,,1798,08.07.2021,16:35,,granite,subsurface,5.64,1.4,0,32.66,,0.07,11.97,0.24,0,17.72,15,8.8,,125,,88.4,123,0.00394475,5,,
513,1494_39,fracture,BdTfrac1494,SW_NE,,,,1494,08.07.2021,16:50,,granite,subsurface,4.41,9.32,0,288.49,,0.14,32.16,0.44,0.03,105.58,13,8.5,,557,,395,139,0.0227,1,,
514,1306C_39,fracture,BdTfrac1306C,SW_NE,,,,1306.3,08.07.2021,17:00,,granite,subsurface,1.72,2.31,0.73,76.08,,0,10.37,0.19,0.04,34.09,9.7,8.8,,199.7,,142,135,0.0856,1,,
515,1306A_39,fracture,BdTfrac1306A,SW_NE,,,,1306.1,08.07.2021,17:10,,granite,subsurface,1.11,0.58,0.9,30.52,,0,4.04,0.17,0.04,21.21,8.2,8.7,,109.4,,77.9,137,0.039,1,,
516,0901_39,fracture,BdTfrac901,SW_SW,,,,901,08.07.2021,17:30,,gneiss,subsurface,3.28,13.19,0,541.73,,0,107.43,1.91,0,157.14,11.5,8.6,,943,,670,89,0.006,1,,
517,0444_39,fracture,BdTfrac444,SW_SW,,,,444,08.07.2021,17:40,281,gneiss,subsurface,0.14,0.46,1.05,27.37,,0.15,2.65,5.59,1.65,25.76,7.6,8.5,,147.5,,105,117,0.0068,1,,
518,rain_ronco_39,precipitation,BdSprecRoncoPortal,,,,,,08.07.2021,,,,surface,,,,,,0,2.83,0.46,0.43,3.35,,,,,,,,,,,
524,GB1_41,Geobio_BH,BdWGB1,,TB,,,,23.07.2021,,,granite,subsurface,4.05,8.33,0,313.91,,0.15,32.01,0.39,0.01,118.17,,,7.737,,548,,,,1,,
525,1993_41,fracture,BdTfrac1993,,,,,1993,23.07.2021,11:29,,granite,subsurface,4.05,10.11,0,316.83,,0.17,35.84,0.41,0.01,151.96,16,9.44,7.773,684,650,489,76,0.02,1,,
526,GB1_42,Geobio_BH,BdWGB1,,TB,,,,28.07.2021,,,granite,subsurface,4.11,9.94,0,369.44,,0.17,35.66,0.62,0.01,150.63,,,7.753,,619,,,,1,,
527,1993_42,fracture,BdTfrac1993,,,,,1993,28.07.2021,11:53,,granite,subsurface,,,,,,,,,,,15.9,8.6,,679,,483,47,0.02,1,,
528,rain_ronco_42,precipitation,BdSprecRoncoPortal,,,,,,28.07.2021,,,,surface,0,0.14,0.25,0.24,,0,0.35,0,0.01,0.14,,,8.423,,3.1,,,,,,
529,ST1_int2_wellhead_43,borehole,BdWst1,,2_WH,0,373.92,2030,30.07.2021,09:50,,granite,subsurface,6.31,4.2,0,187.09,,0.05,24.16,0.49,0,76,17.9,9.5,7.834,411,354,294,-80,0.207,1,,
530,GB1_44,Geobio_BH,BdWGB1,,TB,,,,06.08.2021,,,granite,subsurface,4.11,9.78,0,366.68,,0.16,34.68,0.39,0.01,147.14,,,7.726,,556,,,,1,,
531,1993_44,fracture,BdTfrac1993,,,,,1993,06.08.2021,,,granite,subsurface,4.04,10.08,0,378.72,,0.16,35.31,0.4,0.01,154.48,,,7.664,,631,,,,1,,
532,strAA0_45,stream,BdSstrAA0,,,,,,21.08.2021,10:30,,,surface,,,,,,,,,,,6.6,8,,7.2,,4.9,,,,,
533,strAA1_45,stream,BdSstrAA1,,,,,,21.08.2021,11:15,,,surface,,,,,,,,,,,7.9,7.7,,4,,2.7,,,,,
534,lakeAA2_45,lake,BdSlakeAA2am,,,,,,21.08.2021,12:25,,,surface,,,,,,,,,,,2.9,6.9,,8.2,,3.5,,,,,
535,lakeAA3_45,lake,BdSlakeAA2aa,,,,,,21.08.2021,13:25,,,surface,,,,,,,,,,,6.3,6.8,,10.3,,7.5,,,,,
536,ticino_river_bridge_45,river,BdSTicinoRiverBridge,,,,,,21.08.2021,19:15,,,surface,,,,,,,,,,,8.9,7.7,,409,,290,,,,,
537,,fracture,BdTfrac444,,,,,,30.11.2021,,,gneiss,subsurface,0.181638951,0.123249905,1.779893509,19.14833828,,,,,,,9.3,8.3,,139,,99.6,-70,0.0039,,,
538,,fracture,BdTfrac1306C,,,,,,15.11.2021,,,granite,subsurface,2.168296993,2.071291748,0.840230817,73.72469576,,,,,,,11.4,9,,204,,145,-162,0.0024,,,
539,,fracture,BdTfrac1494,,,,,,30.11.2021,,,granite,subsurface,4.236862901,7.633480815,,288.5375009,,,,,,,14.2,8.7,,576,,406,98,0.0036,,,
540,,fracture,BdTfrac2848A,,,,,,01.12.2021,,,granite,subsurface,1.413956845,0.191760592,0.894500056,9.696099738,,,,,,,14.6,9,,74,,52.7,81,0.0033,,,
541,,fracture,BdTfrac4652,,,,,,01.12.2021,,,granite,subsurface,3.375140661,0.239072991,,10.94514283,,,,,,,19.7,9.3,,104.5,,75,105,0.0028,,,